time,"[PCM] A/C Pressure (kPa)","[PCM] Actual Electronic Throttle Control (°)","[PCM] Actual Turbine Shaft Speed (rpm)","[PCM] ATF Temperature (℃)","[PCM] Commanded Gear ()","[PCM] Commanded Gear Ratio ()","[PCM] Currently Detected Engine Misfire ()","[PCM] Cylinder 1 Acceleration Value ()","[PCM] Cylinder 2 Acceleration Value ()","[PCM] Cylinder 3 Acceleration Value ()","[PCM] Cylinder 4 Acceleration Value ()","[PCM] Cylinder 5 Acceleration Value ()","[PCM] Cylinder 6 Acceleration Value ()","[PCM] Cylinder head temperature (℃)","[PCM] Desired Electronic Throttle Control (°)","[PCM] Fuel level (%)","[PCM] Knock Sensor 1 ()","[PCM] Knock Sensor 2 ()","[PCM] Measured Gear Ratio ()","Absolute load value (%)","Absolute pedal position D (%)","Absolute pedal position E (%)","Absolute throttle position B (%)","Altitude (GPS) (m)","Ambient air temperature (℃)","Average fuel consumption (total) (L/100km)","Average fuel consumption (Week) (L/100km)","Average speed (km/h)","Average speed (GPS) (km/h)","Barometric pressure (kPa)","Calculated boost (bar)","Calculated engine load value (%)","Calculated instant fuel rate (L/h)","Catalyst temperature Bank 1 Sensor 1 (℃)","Catalyst temperature Bank 2 Sensor 1 (℃)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Evap. system vapor pressure (Pa)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Fuel/Air commanded equivalence ratio ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","MAF air flow rate (g/sec)","OBD Module Voltage (V)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Oxygen sensor 2 Bank 1 Voltage (V)","Oxygen sensor 2 Bank 2 Voltage (V)","Oxygen sensor 5 Wide Range Current (mA) (mA)","Oxygen sensor 5 Wide Range Equivalence ratio ()","Power from MAF (hp)","Short term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 2 (%)","Speed (GPS) (km/h)","Throttle position (%)","Timing advance (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",Latitude,Longtitude,
15:50:16.860,,,,,,,,,,,,,,,,,,,,,,,,2970.312255859375,,,,,71.97003210465839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,20.2893148,38.2570811,
15:50:17.859,,,,,,,,,,,,,,,,,,,,,,,,2970.566650390625,,,,,71.96751655076812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.92799835205078,,,,,20.2894411,38.2572164,
15:50:17.920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8652502096729104,,,,,,,,,,,,,,,,,,,,7.29722795696978,,,,5.5600000000000005,,,,,,,,6.672000000000001,,,,,,,,20.2894411,38.2572164,
15:50:18.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8820240424937102,,,,,,,,,,,9.685700810735256E-05,9.7E-05,1.8358920000000003,0.957713,9.782557818842608E-05,9.797E-05,1.8542509200000004,0.9672901300000001,,7.362850510539652,,,,5.61,,,,,,,,6.732,,,,,,,,20.2894411,38.2572164,
15:50:18.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8853788090578698,,,,,,,,,,,0.00013209573310968227,0.000132,1.8359270000000003,0.957748,0.0001334166904407791,0.00013332,1.8542862700000005,0.9673254800000001,,7.375975021253628,,,,5.62,,,,,,,,6.744,,,,,,,,20.2894411,38.2572164,
15:50:18.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8987978753145096,,,,,,,,,,,0.00014741375752492782,0.000147,1.8359420000000002,0.957763,0.00014888789510017708,0.00014847,1.8543014200000005,0.96734063,,7.428473064109525,,,,5.66,,,,,,,,6.792,,,,,,,,20.2894411,38.2572164,
15:50:18.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.845121610287951,,,,,,,,,,,0.00016680762575715222,0.000166,1.8359610000000004,0.957782,0.00016847570201472374,0.00016766,1.8543206100000005,0.9673598200000001,,7.218480892685935,,,,5.5,,,,,,,,6.6,,,,,,,,20.2894411,38.2572164,
15:50:18.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8820240424937102,,,,,,,,,,,0.00019258466349827608,0.000192,1.8359870000000003,0.957808,0.00019451051013325886,0.00019392000000000001,1.8543468700000005,0.96738608,,7.362850510539652,,,,5.61,,,,,,,,6.732,,,,,,,,20.2894411,38.2572164,
15:50:18.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8518311434162709,,,,,,,,,,,0.0002124362419159445,0.000212,1.8360070000000004,0.957828,0.00021456060433510397,0.00021412000000000002,1.8543670700000006,0.9674062800000001,,7.244729914113883,,,,5.5200000000000005,,,,,,,,6.6240000000000006,,,,,,,,20.2894411,38.2572164,
15:50:18.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8350573105954713,,,,,,,,,,,0.0002495380932811481,0.000249,1.8360440000000002,0.9578650000000001,0.0002520334742139596,0.00025149,1.8544044400000004,0.9674436500000001,,7.179107360544011,,,,5.47,,,,,,,,6.563999999999999,,,,,,,,20.2894411,38.2572164,
15:50:18.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8686049762370707,,,,,,,,,,,0.00026976356210977546,0.000269,1.8360640000000004,0.957885,0.0002724611977308732,0.00027169,1.8544246400000004,0.9674638500000001,,7.3103524676837575,,,,5.57,,,,,,,,6.684,,,,,,,,20.2894411,38.2572164,
15:50:18.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87531450936539,,,,,,,,,,,0.00028890448057031036,0.000288,1.8360830000000004,0.957904,0.00029179352537601346,0.00029088000000000003,1.8544438300000006,0.9674830400000001,,7.336601489111703,,,,5.59,,,,,,,,6.707999999999999,,,,,,,,20.2894411,38.2572164,
15:50:18.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8551859099804309,,,,,,,,,,,0.0003174726945298668,0.000317,1.8361120000000002,0.957933,0.00032064742147516545,0.00032017,1.8544731200000004,0.96751233,,7.257854424827858,,,,5.53,,,,,,,,6.636,,,,,,,,20.2894411,38.2572164,
15:50:18.580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87531450936539,,,,,,,,,,,0.0003366708100829373,0.000336,1.8361310000000002,0.957952,0.0003400375181837667,0.00033936,1.8544923100000004,0.9675315200000001,,7.336601489111703,,,,5.59,,,,,,,,6.707999999999999,,,,,,,,20.2894411,38.2572164,
15:50:18.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8585406765445907,,,,,,,,,,,0.0003774676364737676,0.000377,1.8361720000000004,0.957993,0.00038124231283850527,0.00038077,1.8545337200000005,0.9675729300000001,,7.270978935541831,,,,5.54,,,,,,,,6.648,,,,,,,,20.2894411,38.2572164,
15:50:18.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87531450936539,,,,,,,,,,,0.0003967412855279098,0.000396,1.8361910000000004,0.958012,0.0004007086983831889,0.00039996,1.8545529100000004,0.96759212,,7.336601489111703,,,,5.59,,,,,,,,6.707999999999999,,,,,,,,20.2894411,38.2572164,
15:50:18.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.838412077159631,,,,,,,,,,,0.0004301213336128972,0.000429,1.8362240000000003,0.958045,0.00043442254694902617,0.00043329,1.8545862400000004,0.9676254500000001,,7.1922318712579845,,,,5.48,,,,,,,,6.5760000000000005,,,,,,,,20.2894411,38.2572164,
15:50:18.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8853788090578698,,,,,,,,,,,0.0004563111830211536,0.000455,1.8362500000000004,0.958071,0.00046087429485136517,0.00045955000000000003,1.8546125000000004,0.96765171,,7.375975021253628,,,,5.62,,,,,,,,6.744,,,,,,,,20.2894411,38.2572164,
15:50:18.840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8618954431087504,,,,,,,,,,,0.0004708565170999906,0.00047,1.8362650000000003,0.958086,0.00047556508227099053,0.0004747,1.8546276500000005,0.9676668600000001,,7.284103446255807,,,,5.55,,,,,,,,6.659999999999999,,,,,,,,20.2894411,38.2572164,
15:50:18.861,,,,,,,,,,,,,,,,,,,,,,,,2970.985595703125,,,,,71.98566171201597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2879997253418,,,,,20.2895692,38.2573498,
15:50:18.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8317025440313113,,,,,,,,,,,0.0004888856090765072,0.000488,1.8362830000000003,0.9581040000000001,0.0004937744651672723,0.00049288,1.8546458300000004,0.9676850400000001,,7.165982849830035,,,,5.46,,,,,,,,6.552,,,,,,,,20.2895692,38.2573498,
15:50:18.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.845121610287951,,,,,,,,,,,0.0005074275436585592,0.000507,1.8363020000000003,0.9581230000000001,0.0005125018190951449,0.00051207,1.8546650200000006,0.96770423,,7.218480892685935,,,,5.5,,,,,,,,6.6,,,,,,,,20.2895692,38.2573498,
15:50:18.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.996086105675147,,,,,,,,,,,0.0005388864705991985,0.000538,1.8363330000000002,0.9581540000000001,0.0005442753353051905,0.00054338,1.8546963300000006,0.9677355400000001,,7.809083874814783,,,,5.95,,,,,,,,7.14,,,,,,,,20.2895692,38.2573498,
15:50:19.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.495946323734974,,,,,,,,,,,0.0005918293053769453,0.000591,1.8363860000000003,0.958207,0.0005977475984307147,0.0005969100000000001,1.8547498600000005,0.96778907,,9.764635971196972,,,,7.44,,,,,,,,8.928,,,,,,,,20.2895692,38.2573498,
15:50:19.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4590438915292148,,,,,,,,,,,0.0006193333697698258,0.000619,1.8364140000000002,0.9582350000000001,0.0006255267034675241,0.00062519,1.8547781400000005,0.9678173500000001,,9.620266353343256,,,,7.33,,,,,,,,8.796,,,,,,,,20.2895692,38.2573498,
15:50:19.150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3449818283477777,,,,,,,,,,,0.0006615089101668065,0.000661,1.8364560000000003,0.958277,0.0006681239992684746,0.00066761,1.8548205600000005,0.9678597700000001,,9.174032989068122,,,,6.99,,,,,,,,8.388,,,,,,,,20.2895692,38.2573498,
15:50:19.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.190662566396422,,,,,,,,,,,0.0006998974116112199,0.000699,1.8364940000000003,0.958315,0.0007068963857273322,0.00070599,1.8548589400000004,0.9678981500000001,,8.5703054962253,,,,6.53,,,,,,,,7.836,,,,,,,,20.2895692,38.2573498,
15:50:19.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2342745317305006,,,,,,,,,,,0.0007466365108563975,0.000746,1.8365410000000002,0.958362,0.0007541028759649615,0.0007534600000000001,1.8549064100000006,0.9679456200000001,,8.740924135506967,,,,6.66,,,,,,,,7.992,,,,,,,,20.2895692,38.2573498,
15:50:19.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.220855465473861,,,,,,,,,,,0.0007708634529866743,0.00077,1.8365650000000002,0.9583860000000001,0.000778572087516541,0.0007777,1.8549306500000005,0.9679698600000001,,8.688426092651069,,,,6.62,,,,,,,,7.944,,,,,,,,20.2895692,38.2573498,
15:50:19.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.311434162706179,,,,,,,,,,,0.0008099780555400244,0.000809,1.8366040000000003,0.958425,0.0008180778360954247,0.00081709,1.8549700400000004,0.96800925,,9.042787881928382,,,,6.890000000000001,,,,,,,,8.268,,,,,,,,20.2895692,38.2573498,
15:50:19.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.308079396142019,,,,,,,,,,,0.0008596933163731248,0.000859,1.8366540000000002,0.9584750000000001,0.000868290249536856,0.00086759,1.8550205400000004,0.9680597500000001,,9.029663371214406,,,,6.88,,,,,,,,8.256,,,,,,,,20.2895692,38.2573498,
15:50:19.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2812412636287394,,,,,,,,,,,0.0008840052015655579,0.000883,1.8366780000000003,0.958499,0.0008928452535812134,0.00089183,1.8550447800000005,0.9680839900000001,,8.924667285502608,,,,6.8,,,,,,,,8.16,,,,,,,,20.2895692,38.2573498,
15:50:19.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2678221973721,,,,,,,,,,,0.0009021968522970834,0.000901,1.8366960000000003,0.9585170000000001,0.0009112188208200542,0.00091001,1.8550629600000004,0.9681021700000001,,8.872169242646711,,,,6.76,,,,,,,,8.112,,,,,,,,20.2895692,38.2573498,
15:50:19.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3147889292703385,,,,,,,,,,,0.0009427159465101111,0.000942,1.8367370000000003,0.958558,0.0009521431059752121,0.00095142,1.8551043700000005,0.9681435800000001,,9.055912392642353,,,,6.9,,,,,,,,8.28,,,,,,,,20.2895692,38.2573498,
15:50:19.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3181436958344985,,,,,,,,,,,0.0009849308886403878,0.000984,1.8367790000000004,0.9586,0.0009947801975267916,0.0009938400000000002,1.8551467900000005,0.9681860000000001,,9.069036903356329,,,,6.91,,,,,,,,8.292,,,,,,,,20.2895692,38.2573498,
15:50:19.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2845960301928994,,,,,,,,,,,0.0010171464214891437,0.001016,1.8368110000000002,0.958632,0.001027317885704035,0.00102616,1.8551791100000006,0.9682183200000001,,8.937791796216585,,,,6.8100000000000005,,,,,,,,8.172,,,,,,,,20.2895692,38.2573498,
15:50:19.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3047246295778585,,,,,,,,,,,0.0010353760250675615,0.001034,1.8368290000000003,0.95865,0.001045729785318237,0.00104434,1.8551972900000004,0.9682365,,9.016538860500429,,,,6.87,,,,,,,,8.244,,,,,,,,20.2895692,38.2573498,
15:50:19.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3147889292703385,,,,,,,,,,,0.0010558590136054424,0.001054,1.8368490000000004,0.95867,0.001066417603741497,0.00106454,1.8552174900000005,0.9682567000000001,,9.055912392642353,,,,6.9,,,,,,,,8.28,,,,,,,,20.2895692,38.2573498,
15:50:19.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3047246295778585,,,,,,,,,,,0.0010938230138850063,0.001092,1.8368870000000004,0.958708,0.0011047612440238564,0.00110292,1.8552558700000004,0.9682950800000001,,9.016538860500429,,,,6.87,,,,,,,,8.244,,,,,,,,20.2895692,38.2573498,
15:50:19.849,,,,,,,,,,,,,,,,,,,,,,,,2971.003662109375,,,,,72.04354980408299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.07999725341797,,,,,20.2897019,38.2574821,
15:50:19.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.324853228962818,,,,,,,,,,,0.0011169660882489984,0.001115,1.8369100000000003,0.958731,0.0011281357491314883,0.00112615,1.8552791000000004,0.9683183100000001,,9.095285924784276,,,,6.93,,,,,,,,8.315999999999999,,,,,,,,20.2897019,38.2574821,
15:50:19.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2980150964495394,,,,,,,,,,,0.0011555486765445907,0.001154,1.8369490000000004,0.95877,0.0011671041633100367,0.00116554,1.8553184900000004,0.9683577000000001,,8.990289839072483,,,,6.8500000000000005,,,,,,,,8.22,,,,,,,,20.2897019,38.2574821,
15:50:19.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.311434162706179,,,,,,,,,,,0.0011978117734600692,0.001196,1.8369910000000003,0.958812,0.0012097898911946699,0.0012079600000000001,1.8553609100000004,0.9684001200000001,,9.042787881928382,,,,6.890000000000001,,,,,,,,8.268,,,,,,,,20.2897019,38.2574821,
15:50:20.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.301369863013699,,,,,,,,,,,0.0012304602848755943,0.001229,1.8370240000000002,0.9588450000000001,0.0012427648877243503,0.0012412900000000001,1.8553942400000005,0.96843345,,9.003414349786455,,,,6.86,,,,,,,,8.232,,,,,,,,20.2897019,38.2574821,
15:50:20.120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3047246295778585,,,,,,,,,,,0.0012785553424657537,0.001277,1.8370720000000003,0.958893,0.0012913408958904113,0.00128977,1.8554427200000005,0.96848193,,9.016538860500429,,,,6.87,,,,,,,,8.244,,,,,,,,20.2897019,38.2574821,
15:50:20.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3382722952194577,,,,,,,,,,,0.001309265886031125,0.001308,1.8371030000000004,0.958924,0.0013223585448914363,0.0013210799999999999,1.8554740300000006,0.96851324,,9.147783967640175,,,,6.97,,,,,,,,8.363999999999999,,,,,,,,20.2897019,38.2574821,
15:50:20.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.482527257478334,,,,,,,,,,,0.0013508717326437426,0.00135,1.8371450000000003,0.958966,0.00136438044997018,0.0013635000000000001,1.8555164500000005,0.96855566,,9.712137928341074,,,,7.4,,,,,,,,8.88,,,,,,,,20.2897019,38.2574821,
15:50:20.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.563041655018172,,,,,,,,,,,0.001388950628925543,0.001388,1.8371830000000002,0.959004,0.0014028401352147986,0.0014018799999999999,1.8555548300000004,0.96859404,,10.02712618547646,,,,7.640000000000001,,,,,,,,9.168000000000001,,,,,,,,20.2897019,38.2574821,
15:50:20.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7676824154319264,,,,,,,,,,,0.0014197703102227194,0.001419,1.8372140000000003,0.959035,0.0014339680133249465,0.00143319,1.8555861400000004,0.96862535,,10.827721339028901,,,,8.25,,,,,,,,9.9,,,,,,,,20.2897019,38.2574821,
15:50:20.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9220016773832826,,,,,,,,,,,0.0014753521391296246,0.001475,1.8372700000000002,0.959091,0.0014901056605209208,0.00148975,1.8556427000000004,0.96868191,,11.431448831871723,,,,8.71,,,,,,,,10.452,,,,,,,,20.2897019,38.2574821,
15:50:20.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2440592675426334,,,,,,,,,,,0.0015106280396048831,0.00151,1.8373050000000002,0.959126,0.001525734320000932,0.0015251000000000002,1.8556780500000005,0.96871726,,12.691401860413269,,,,9.67,,,,,,,,11.604,,,,,,,,20.2897019,38.2574821,
15:50:20.470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2843164663125535,,,,,,,,,,,0.0015476607148448421,0.001547,1.8373420000000003,0.959163,0.0015631373219932906,0.00156247,1.8557154200000006,0.9687546300000001,,12.848895988980964,,,,9.790000000000001,,,,,,,,11.748000000000001,,,,,,,,20.2897019,38.2574821,
15:50:20.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.264187866927594,,,,,,,,,,,0.0015998668661820893,0.001599,1.8373940000000002,0.959215,0.0016158655348439102,0.00161499,1.8557679400000004,0.9688071500000001,,12.770148924697118,,,,9.73,,,,,,,,11.676,,,,,,,,20.2897019,38.2574821,
15:50:20.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1367067374895163,,,,,,,,,,,0.0016559769733482433,0.001655,1.8374500000000002,0.959271,0.0016725367430817258,0.00167155,1.8558245000000004,0.96886371,,12.271417517566086,,,,9.35,,,,,,,,11.219999999999999,,,,,,,,20.2897019,38.2574821,
15:50:20.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.089740005591278,,,,,,,,,,,0.001700902565464542,0.0017,1.8374950000000003,0.9593160000000001,0.0017179115911191874,0.001717,1.8558699500000004,0.96890916,,12.087674367570447,,,,9.21,,,,,,,,11.052000000000001,,,,,,,,20.2897019,38.2574821,
15:50:20.670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.116578138104557,,,,,,,,,,,0.0017234887535178456,0.001723,1.8375180000000002,0.959339,0.001740723641053024,0.00174023,1.8558931800000005,0.9689323900000001,,12.192670453282243,,,,9.290000000000001,,,,,,,,11.148000000000001,,,,,,,,20.2897019,38.2574821,
15:50:20.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.163544870002796,,,,,,,,,,,0.0017514656504519616,0.001751,1.8375460000000003,0.959367,0.0017689803069564811,0.00176851,1.8559214600000005,0.9689606700000001,,12.376413603277884,,,,9.43,,,,,,,,11.315999999999999,,,,,,,,20.2897019,38.2574821,
15:50:20.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.190383002516075,,,,,,,,,,,0.0017893507396328394,0.001789,1.8375840000000003,0.9594050000000001,0.001807244247029168,0.00180689,1.8559598400000004,0.9689990500000001,,12.481409688989677,,,,9.51,,,,,,,,11.411999999999999,,,,,,,,20.2897019,38.2574821,
15:50:20.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.264187866927594,,,,,,,,,,,0.001837130742894418,0.001837,1.8376320000000004,0.959453,0.0018555020503233622,0.00185537,1.8560083200000004,0.9690475300000001,,12.770148924697118,,,,9.73,,,,,,,,11.676,,,,,,,,20.2897019,38.2574821,
15:50:20.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.274252166620073,,,,,,,,,,,0.0018933636591184418,0.001893,1.8376880000000002,0.9595090000000001,0.0019122972957096261,0.00191193,1.8560648800000004,0.9691040900000001,,12.809522456839039,,,,9.76,,,,,,,,11.712,,,,,,,,20.2898311,38.2576199,
15:50:20.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.287671232876713,,,,,,,,,,,0.0019713468554654738,0.001971,1.8377660000000002,0.959587,0.0019910603240201287,0.00199071,1.8561436600000005,0.96918287,,12.862020499694937,,,,9.8,,,,,,,,11.76,,,,,,,,20.2898311,38.2576199,
