reading_id,session_date,phone_clock,graph_clock,capture_type,channel_graph_header,channel_list_label,paired_with,gear,load,thermal,coolant_c,ac,rpm_at_capture,value,value_min,value_max,span,units,reading_method,admissible,epoch,notes,source
PART2-0017,2026-09-04,unknown,unknown,value_read,n/a,Throttle desired vs actual (difference),unknown,unknown,idle,warm,94,unknown,661,0.27,unknown,unknown,unknown,deg,value_read,yes,pre_purge_valve,"Assistant: 'throttle tracking its target within 0.27 deg'. Derived difference, not a raw channel.",[107]
PART2-0018,2026-09-04,unknown,unknown,value_read,unknown,Catalyst temperature Bank 1 Sensor 1,unknown,unknown,idle,warm,94,unknown,661,458.9,unknown,unknown,unknown,degC,value_read,yes,pre_purge_valve,Quoted at [171] as the earlier reading; [165] quotes 458 degC without bank.,[171]
PART2-0019,2026-09-04,unknown,unknown,value_read,unknown,Catalyst temperature Bank 2 Sensor 1,unknown,unknown,idle,warm,94,unknown,661,458.9,unknown,unknown,unknown,degC,value_read,yes,pre_purge_valve,Identical to bank 1 in the same read.,[171]
PART2-0020,2026-09-04,unknown,unknown,value_read,unknown,Engine coolant temperature,unknown,unknown,idle,warm,94,unknown,661,94,unknown,unknown,unknown,degC,value_read,yes,pre_purge_valve,,[107]
PART2-0021,2026-09-04,unknown,unknown,value_read,unknown,Control module voltage,unknown,unknown,idle,warm,94,unknown,661,13.76,unknown,unknown,unknown,V,value_read,yes,pre_purge_valve,"From the same full sensor scan, quoted back at [161] to contrast with the later 12.62 V.",[161]
PART2-0022,2026-09-04,unknown,unknown,value_read,unknown,OBD module voltage,unknown,unknown,idle,warm,94,unknown,661,14.0,unknown,unknown,unknown,V,value_read,yes,pre_purge_valve,Same scan.,[161]
PART2-0023,2026-09-04,unknown,unknown,value_read,unknown,Vehicle Battery Voltage,unknown,unknown,idle,warm,94,unknown,661,13.8,unknown,unknown,unknown,V,value_read,yes,pre_purge_valve,Same scan. [107] summarised this as 'charging 14V'.,[107];[161]
PART2-0024,2026-09-04,unknown,unknown,value_read,unknown,Battery state of charge,unknown,unknown,idle,warm,94,unknown,661,88,unknown,unknown,unknown,%,value_read,yes,pre_purge_valve,,[161]
PART2-0025,2026-09-04,unknown,unknown,value_read,unknown,Commanded evaporative purge,unknown,unknown,idle,warm,94,unknown,661,41,unknown,unknown,unknown,%,value_read,yes,pre_purge_valve,Warm idle. Broke the assumption in the idle-quality protocol that sealing the purge port changes nothing on a healthy engine.,[107]
PART2-0026,2026-09-04,unknown,unknown,value_read,unknown,Ethanol fuel percent,unknown,unknown,idle,warm,94,unknown,661,16.08,unknown,unknown,unknown,%,value_read,yes,pre_purge_valve,Flex-fuel truck where ethanol content is inferred not sensed; Saudi pump fuel normally E0. Flagged for verification against a second tool.,[107]
PART2-0027,2026-09-04,unknown,unknown,value_read,unknown,MAF air flow rate,unknown,unknown,idle,warm,94,unknown,661,2.93,unknown,unknown,unknown,g/s,value_read,yes,pre_purge_valve,At 661 rpm. Assistant called it low-normal for a 3.7.,[107]
PART2-0028,2026-09-04,unknown,unknown,value_read,unknown,Engine RPM,unknown,unknown,idle,warm,94,unknown,661,661,unknown,unknown,unknown,rpm,value_read,yes,pre_purge_valve,Single snapshot from the value list.,[107]
PART2-0029,2026-09-04,unknown,unknown,value_read,unknown,Right front tyre pressure,unknown,unknown,idle,warm,94,unknown,661,211.7,unknown,unknown,unknown,kPa,value_read,yes,pre_purge_valve,Door label is 241 kPa - about 4 psi low. Unrelated to the idle.,[107]
PART2-0030,2026-09-04,unknown,unknown,value_read,unknown,A/C pressure,unknown,unknown,idle,warm,94,unknown,661,0,unknown,unknown,unknown,kPa,value_read,yes,pre_purge_valve,"Assistant judged this an unsupported PID rather than a fault, because the A/C cools properly.",[113]
PART2-0031,2026-09-04,unknown,unknown,value_read,unknown,Manifold absolute pressure (high resolution),unknown,unknown,idle,warm,94,unknown,661,blank,unknown,unknown,unknown,kPa,value_read,yes,pre_purge_valve,Read blank on this vehicle - looks unsupported.,[122]
PART2-0032,2026-09-04,unknown,unknown,value_read,n/a,Distance since codes cleared,unknown,unknown,idle,warm,94,unknown,661,101,unknown,unknown,unknown,km,value_read,yes,pre_purge_valve,,[107]
PART2-0033,2026-09-04,unknown,unknown,value_read,n/a,Warm-ups since codes cleared,unknown,unknown,idle,warm,94,unknown,661,3,unknown,unknown,unknown,count,value_read,yes,pre_purge_valve,,[107]
PART2-0034,2026-09-04,unknown,16:50-17:02,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,on,unknown,unknown,622,690,68,rpm,unknown,unknown,pre_purge_valve,"One of six RPM windows. Assistant presented these as Min/Max per window; whether they came from the app's Min/Max fields or from the curve is not stated, so admissibility is unresolved. Assistant judged the single-sample drops to 621-626 to be ELM327 dropped frames, not engine events.",[109]
PART2-0035,2026-09-04,unknown,17:05-17:15,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,on,unknown,unknown,625,701,76,rpm,unknown,unknown,pre_purge_valve,"One of six RPM windows. Assistant presented these as Min/Max per window; whether they came from the app's Min/Max fields or from the curve is not stated, so admissibility is unresolved. Assistant judged the single-sample drops to 621-626 to be ELM327 dropped frames, not engine events.",[109]
PART2-0036,2026-09-04,unknown,17:15-17:28,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,on,unknown,unknown,634,698,64,rpm,unknown,unknown,pre_purge_valve,"One of six RPM windows. Assistant presented these as Min/Max per window; whether they came from the app's Min/Max fields or from the curve is not stated, so admissibility is unresolved. Assistant judged the single-sample drops to 621-626 to be ELM327 dropped frames, not engine events.",[109]
PART2-0037,2026-09-04,unknown,17:32-17:45,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,on,unknown,unknown,621,702,81,rpm,unknown,unknown,pre_purge_valve,"One of six RPM windows. Assistant presented these as Min/Max per window; whether they came from the app's Min/Max fields or from the curve is not stated, so admissibility is unresolved. Assistant judged the single-sample drops to 621-626 to be ELM327 dropped frames, not engine events.",[109]
PART2-0038,2026-09-04,unknown,17:45-17:58,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,on,unknown,unknown,622,697,75,rpm,unknown,unknown,pre_purge_valve,"One of six RPM windows. Assistant presented these as Min/Max per window; whether they came from the app's Min/Max fields or from the curve is not stated, so admissibility is unresolved. Assistant judged the single-sample drops to 621-626 to be ELM327 dropped frames, not engine events.",[109]
PART2-0039,2026-09-04,unknown,18:00-18:12,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,on,unknown,unknown,626,704,78,rpm,unknown,unknown,pre_purge_valve,"One of six RPM windows. Assistant presented these as Min/Max per window; whether they came from the app's Min/Max fields or from the curve is not stated, so admissibility is unresolved. Assistant judged the single-sample drops to 621-626 to be ELM327 dropped frames, not engine events.",[109]
PART2-0040,2026-09-04,unknown,16:50-18:12,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,on,unknown,unknown,638,668,30,rpm,curve_read,yes,pre_purge_valve,"Assistant's read of the body of the trace across the six A/C-ON windows, excluding the single-sample dropouts. Mean around 650-660.",[109]
PART2-0041,2026-09-04,unknown,unknown,calculation,n/a,RPM oscillation period (A/C ON windows),unknown,unknown,idle,warm,unknown,on,unknown,4-5,unknown,unknown,unknown,minutes,curve_read,no,pre_purge_valve,"WITHDRAWN. Based on reading the graph x-axis as wall-clock. Owner corrected the timebase at [115]; screen is ~15 s wide, so the true period is ~2.5-4 s.",[109];[115];[117]
PART2-0042,2026-09-04,unknown,unknown,calculation,n/a,OBD sample rate (assumed),unknown,unknown,idle,warm,unknown,on,unknown,0.3,unknown,unknown,unknown,Hz,curve_read,no,pre_purge_valve,WITHDRAWN with the timebase. Assistant estimated one sample every 2-4 s from the wrong axis width. Later measured at 5-8 samples/s (ping 55-92 ms) at [136].,[109];[136]
PART2-0043,2026-09-04,unknown,unknown,value_read,n/a,Ambient temperature,unknown,n/a,n/a,n/a,unknown,on,unknown,37,unknown,unknown,unknown,degC,unknown,unknown,pre_purge_valve,Stated by the assistant as the ambient during the A/C-ON traces. Source of the figure not given.,[109];[112]
PART2-0044,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,unknown,unknown,unknown,37,rpm,unknown,unknown,pre_purge_valve,A/C OFF window 1 of 5. Only the span (max-min) was quoted. The 74 rpm window contains the deep dip described below.,[116]
PART2-0045,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,unknown,unknown,unknown,74,rpm,unknown,unknown,pre_purge_valve,A/C OFF window 2 of 5. Only the span (max-min) was quoted. The 74 rpm window contains the deep dip described below.,[116]
PART2-0046,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,unknown,unknown,unknown,38,rpm,unknown,unknown,pre_purge_valve,A/C OFF window 3 of 5. Only the span (max-min) was quoted. The 74 rpm window contains the deep dip described below.,[116]
PART2-0047,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,unknown,unknown,unknown,30,rpm,unknown,unknown,pre_purge_valve,A/C OFF window 4 of 5. Only the span (max-min) was quoted. The 74 rpm window contains the deep dip described below.,[116]
PART2-0048,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,unknown,unknown,unknown,53,rpm,unknown,unknown,pre_purge_valve,A/C OFF window 5 of 5. Only the span (max-min) was quoted. The 74 rpm window contains the deep dip described below.,[116]
PART2-0049,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,unknown,606,680,unknown,rpm,curve_read,yes,pre_purge_valve,"Real event in the second A/C-OFF trace: rpm dips to ~606-612, holds briefly, then recovers with an overshoot to 680. Has width, so not a dropped frame. One occurrence across five windows. Assistant's candidate cause: cooling fan engaging.",[116]
PART2-0050,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,650,unknown,unknown,30-40,rpm,curve_read,yes,pre_purge_valve,Assistant's summary: bare idle sits in a 30-40 rpm band around 650.,[116]
PART2-0051,2026-09-04,unknown,unknown,calculation,n/a,Idle hunt period,unknown,unknown,idle,warm,unknown,off,unknown,2.5-4,unknown,unknown,unknown,s,curve_read,yes,pre_purge_valve,Counting 4-6 peaks per ~15 s screen. Owner independently confirms the tachometer needle visibly breathes.,[117]
PART2-0052,2026-09-04,unknown,unknown,value_read,n/a,App clock vs phone clock,unknown,n/a,n/a,n/a,unknown,unknown,unknown,22:31 vs 10:31,unknown,unknown,unknown,clock,value_read,yes,pre_purge_valve,"Assistant noted the app clock read 22:31 while the phone read 10:31 - the same instant in 24 h and 12 h format, which is why the axis width could not be resolved from the screenshots alone.",[116]
PART2-0053,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,PART2-0054;PART2-0055;PART2-0056;PART2-0057;PART2-0058;PART2-0059;PART2-0060;PART2-0061;PART2-0062,unknown,idle,warm,unknown,off,653,653,unknown,unknown,40,rpm,curve_read,yes,pre_purge_valve,"Baseline across the eight Set A captures: average 653, oscillating 40 rpm at a 3.5-4 s period. Gridlines 5 s per owner.",[126]
PART2-0054,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0055;PART2-0056;PART2-0057;PART2-0058;PART2-0059;PART2-0060;PART2-0061;PART2-0062,unknown,idle,warm,unknown,off,653,unknown,-1.56,1.56,3.12,%,curve_read,yes,pre_purge_valve,"Quantised in 0.78 % steps (one LSB); never leaves the -1.56 to +1.56 band. Assistant initially read this as proof fuel control was eliminated - that conclusion was withdrawn at [157] because STFT is the correction, not the mixture.",[126]
PART2-0055,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0054;PART2-0056;PART2-0057;PART2-0058;PART2-0059;PART2-0060;PART2-0061;PART2-0062,unknown,idle,warm,unknown,off,unknown,-0.92,unknown,unknown,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Avg field, capture 1 of 8. Session-cumulative, not per-window - inadmissible. Assistant read the consistently negative sign as a possible fuel-vapour signature at [126] and withdrew that at [128].",[126]
PART2-0056,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0054;PART2-0055;PART2-0057;PART2-0058;PART2-0059;PART2-0060;PART2-0061;PART2-0062,unknown,idle,warm,unknown,off,unknown,-0.44,unknown,unknown,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Avg field, capture 2 of 8. Session-cumulative, not per-window - inadmissible. Assistant read the consistently negative sign as a possible fuel-vapour signature at [126] and withdrew that at [128].",[126]
PART2-0057,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0054;PART2-0055;PART2-0056;PART2-0058;PART2-0059;PART2-0060;PART2-0061;PART2-0062,unknown,idle,warm,unknown,off,unknown,-0.17,unknown,unknown,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Avg field, capture 3 of 8. Session-cumulative, not per-window - inadmissible. Assistant read the consistently negative sign as a possible fuel-vapour signature at [126] and withdrew that at [128].",[126]
PART2-0058,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0054;PART2-0055;PART2-0056;PART2-0057;PART2-0059;PART2-0060;PART2-0061;PART2-0062,unknown,idle,warm,unknown,off,unknown,-0.39,unknown,unknown,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Avg field, capture 4 of 8. Session-cumulative, not per-window - inadmissible. Assistant read the consistently negative sign as a possible fuel-vapour signature at [126] and withdrew that at [128].",[126]
PART2-0059,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0054;PART2-0055;PART2-0056;PART2-0057;PART2-0058;PART2-0060;PART2-0061;PART2-0062,unknown,idle,warm,unknown,off,unknown,-0.34,unknown,unknown,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Avg field, capture 5 of 8. Session-cumulative, not per-window - inadmissible. Assistant read the consistently negative sign as a possible fuel-vapour signature at [126] and withdrew that at [128].",[126]
PART2-0060,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0054;PART2-0055;PART2-0056;PART2-0057;PART2-0058;PART2-0059;PART2-0061;PART2-0062,unknown,idle,warm,unknown,off,unknown,-0.25,unknown,unknown,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Avg field, capture 6 of 8. Session-cumulative, not per-window - inadmissible. Assistant read the consistently negative sign as a possible fuel-vapour signature at [126] and withdrew that at [128].",[126]
PART2-0061,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0054;PART2-0055;PART2-0056;PART2-0057;PART2-0058;PART2-0059;PART2-0060;PART2-0062,unknown,idle,warm,unknown,off,unknown,-0.61,unknown,unknown,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Avg field, capture 7 of 8. Session-cumulative, not per-window - inadmissible. Assistant read the consistently negative sign as a possible fuel-vapour signature at [126] and withdrew that at [128].",[126]
PART2-0062,2026-09-04,unknown,unknown,graph_paired,Short term fuel % trim - Bank 1,Short term fuel % trim - Bank 1,PART2-0053;PART2-0054;PART2-0055;PART2-0056;PART2-0057;PART2-0058;PART2-0059;PART2-0060;PART2-0061,unknown,idle,warm,unknown,off,unknown,-0.47,unknown,unknown,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Avg field, capture 8 of 8. Session-cumulative, not per-window - inadmissible. Assistant read the consistently negative sign as a possible fuel-vapour signature at [126] and withdrew that at [128].",[126]
PART2-0063,2026-09-04,unknown,unknown,graph_paired,Commanded evaporative purge,Commanded evaporative purge,PART2-0064;PART2-0065;PART2-0066;PART2-0067;PART2-0068;PART2-0069,unknown,idle,warm,unknown,off,unknown,40.78,40.00,40.78,0.78,%,curve_read,yes,pre_purge_valve,"Flat, stepping down one LSB at a time over about two minutes: 40.78 -> 40.39 -> 40.30 -> 40.00. Steps 0.39 % apart (255-step PID). A slow drift, not a cycle.",[128]
PART2-0064,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,PART2-0063;PART2-0065;PART2-0066;PART2-0067;PART2-0068;PART2-0069,unknown,idle,warm,unknown,off,unknown,650,unknown,unknown,24-34,rpm,curve_read,yes,pre_purge_valve,"Band 24-34 rpm, i.e. +/-12-17 rpm around 650, on a ~3 s rhythm. Tighter than the ~40 rpm measured in Set A. Assistant flagged this as sitting right on the tool's own 30 rpm p2p hunt threshold.",[128]
PART2-0065,2026-09-04,unknown,unknown,graph_paired,Commanded evaporative purge,Commanded evaporative purge,PART2-0063;PART2-0064;PART2-0066;PART2-0067;PART2-0068;PART2-0069,unknown,idle,warm,unknown,off,unknown,40.78,40.78,40.78,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Min/Avg/Max readout under purge graph 1 of 5 quoted. Session-cumulative - inadmissible. Max is 40.78 on all eight purge graphs, so the owner's suspected jump to 47 does not exist.",[131]
PART2-0066,2026-09-04,unknown,unknown,graph_paired,Commanded evaporative purge,Commanded evaporative purge,PART2-0063;PART2-0064;PART2-0065;PART2-0067;PART2-0068;PART2-0069,unknown,idle,warm,unknown,off,unknown,40.78,40.39,40.78,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Min/Avg/Max readout under purge graph 2 of 5 quoted. Session-cumulative - inadmissible. Max is 40.78 on all eight purge graphs, so the owner's suspected jump to 47 does not exist.",[131]
PART2-0067,2026-09-04,unknown,unknown,graph_paired,Commanded evaporative purge,Commanded evaporative purge,PART2-0063;PART2-0064;PART2-0065;PART2-0066;PART2-0068;PART2-0069,unknown,idle,warm,unknown,off,unknown,40.56,40.39,40.78,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Min/Avg/Max readout under purge graph 3 of 5 quoted. Session-cumulative - inadmissible. Max is 40.78 on all eight purge graphs, so the owner's suspected jump to 47 does not exist.",[131]
PART2-0068,2026-09-04,unknown,unknown,graph_paired,Commanded evaporative purge,Commanded evaporative purge,PART2-0063;PART2-0064;PART2-0065;PART2-0066;PART2-0067;PART2-0069,unknown,idle,warm,unknown,off,unknown,40.30,40.00,40.78,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Min/Avg/Max readout under purge graph 4 of 5 quoted. Session-cumulative - inadmissible. Max is 40.78 on all eight purge graphs, so the owner's suspected jump to 47 does not exist.",[131]
PART2-0069,2026-09-04,unknown,unknown,graph_paired,Commanded evaporative purge,Commanded evaporative purge,PART2-0063;PART2-0064;PART2-0065;PART2-0066;PART2-0067;PART2-0068,unknown,idle,warm,unknown,off,unknown,40.00,40.00,40.00,unknown,%,app_minmaxavg,no,pre_purge_valve,"App Min/Avg/Max readout under purge graph 5 of 5 quoted. Session-cumulative - inadmissible. Max is 40.78 on all eight purge graphs, so the owner's suspected jump to 47 does not exist.",[131]
PART2-0070,2026-09-04,unknown,45:35,graph_paired,Commanded evaporative purge,Commanded evaporative purge,unknown,unknown,idle,warm,unknown,off,unknown,unknown,unknown,unknown,unknown,%,curve_read,yes,pre_purge_valve,"Graph-clock label read off the time axis, recorded because the owner mistook axis labels 47:15/47:20/47:25 for a purge value of 47 %.",[131]
PART2-0071,2026-09-04,unknown,46:20,graph_paired,Commanded evaporative purge,Commanded evaporative purge,unknown,unknown,idle,warm,unknown,off,unknown,unknown,unknown,unknown,unknown,%,curve_read,yes,pre_purge_valve,Graph-clock label.,[131]
PART2-0072,2026-09-04,unknown,47:15-47:25,graph_paired,Commanded evaporative purge,Commanded evaporative purge,unknown,unknown,idle,warm,unknown,off,unknown,unknown,unknown,unknown,unknown,%,curve_read,yes,pre_purge_valve,"Graph-clock labels 47:15 / 47:20 / 47:25 - the mm:ss time axis, not purge percentages.",[131]
PART2-0073,2026-09-04,unknown,unknown,graph_paired,Commanded evaporative purge,Commanded evaporative purge,unknown,unknown,idle,warm,unknown,off,unknown,unknown,40.40,40.78,0.38,%,curve_read,yes,pre_purge_valve,"Y-AXIS RANGE of the purge graph in the [132] screenshots: top 40.78, bottom 40.40. Full-height spikes are the value flicking between the adjacent codes 40.39 and 40.78 - rounding noise on a flat signal, not a 47 % jump.",[133]
PART2-0074,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,unknown,618,703,85,rpm,curve_read,yes,pre_purge_valve,"Y-AXIS RANGE of the rpm graph in the same screenshots: 618 to 703. The trace genuinely fills about a third of it, so the rpm oscillation is real where the purge flicker is not.",[133]
PART2-0075,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,652.75,617,703,86,rpm,app_minmaxavg,no,pre_purge_valve,App Min/Avg/Max fields. Assistant's own proof that they are session-cumulative: Min 617 / Max 703 identical on every screenshot while Avg only creeps 652.75 -> 652.66. Owner's instruction at [135]: never rely on these.,[136]
PART2-0076,2026-09-04,unknown,unknown,graph_paired,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,652.66,617,703,86,rpm,app_minmaxavg,no,pre_purge_valve,Second Avg value quoted from the same session-cumulative field.,[136]
PART2-0077,2026-09-04,unknown,unknown,calculation,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,unknown,unknown,unknown,8-12,rpm,curve_read,yes,pre_purge_valve,"Fast ripple component identified in the waveform: period roughly 1-1.5 s, amplitude 8-12 rpm, continuous through every window.",[136]
PART2-0078,2026-09-04,unknown,unknown,calculation,Engine RPM,Engine RPM,unknown,unknown,idle,warm,unknown,off,unknown,unknown,unknown,unknown,20-25,rpm,curve_read,yes,pre_purge_valve,"Slower envelope the fast ripple rides on: period roughly 4-6 s, amplitude 20-25 rpm. Shape asymmetric - ragged stepped rises, steeper cleaner falls.",[136]
PART2-0079,2026-09-04,unknown,unknown,calculation,n/a,Adapter sample rate,unknown,n/a,n/a,n/a,unknown,unknown,unknown,5-8,unknown,unknown,unknown,samples/s,curve_read,yes,pre_purge_valve,Estimated from ping 55-92 ms with two PIDs on the bus. Resolves the 1-1.5 s ripple; anything faster than ~0.3 s is invisible.,[136]
PART2-0080,2026-09-04,unknown,54:47-55:02,graph_paired,Throttle Position Actually,Throttle Position Actually,PART2-0081,unknown,idle,warm,unknown,off,unknown,7.15,unknown,unknown,unknown,deg,curve_read,yes,pre_purge_valve,"Dead flat, min = max, on a WIDE axis 6.20-8.15 deg (no zoom artifact). Window 1 of 4 convincing windows out of 10 screenshots.",[138]
PART2-0081,2026-09-04,unknown,54:47-55:02,graph_paired,Engine RPM,Engine RPM,PART2-0080,unknown,idle,warm,unknown,off,unknown,unknown,638,668,30,rpm,curve_read,yes,pre_purge_valve,Same window as the flat throttle trace. Engine speed swings while the plate holds still to hundredths of a degree.,[138]
PART2-0082,2026-09-04,unknown,54:26-54:41,graph_paired,Throttle Position Actually,Throttle Position Actually,PART2-0083,unknown,idle,warm,unknown,off,unknown,7.18,unknown,unknown,unknown,deg,curve_read,yes,pre_purge_valve,"Dead flat, min = max, on a WIDE axis 6.20-8.18 deg (no zoom artifact). Window 2 of 4 convincing windows out of 10 screenshots.",[138]
