time,"A/C pressure (kPa)","Air:fuel ratio ()","Average speed (km/h)","Calculated engine load value (%)","Calculated instant fuel rate (L/h)","Distance travelled (km)","Distance travelled (Today) (km)","Distance travelled (total) (km)","Distance travelled (Week) (km)","Engine coolant temperature (℃)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel used (L)","Fuel used (Today) (L)","Fuel used (total) (L)","Fuel used (Week) (L)","Fuel used price ($)","Fuel used price (Today) ($)","Fuel used price (total) ($)","Fuel used price (Week) ($)","Gear (AT) ()","Instant engine power (based on fuel consumption) (hp)","Intake air temperature (℃)","Knock retard (°)","Lambda ()","Learned octane ()","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","MAF air flow rate (g/sec)","Oxygen sensor 2 Bank 1 Voltage (V)","Oxygen sensor 2 Bank 2 Voltage (V)","Power from MAF (hp)","Short term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 2 (%)","Throttle position (%)","Throttle Position Actually (°)","Timing advance (°)","Variable camshaft actual advance #1 (°)","Vehicle acceleration (g)","Vehicle speed (km/h)",
03:09:46.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.90380859375,,,,,
03:09:47.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,,
03:09:47.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.90380859375,,,,,
03:09:47.330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,,
03:09:47.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.90380859375,,,,,
03:09:47.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,,
03:09:47.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.90380859375,,,,,
03:09:47.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,,
03:09:47.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.90380859375,,,,,
03:09:47.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,,
03:09:47.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.90380859375,,,,,
03:09:47.570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,,
03:09:47.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:47.630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:09:47.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:47.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:09:47.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:47.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:09:47.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:47.810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:09:47.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:47.870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,,
03:09:47.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:47.930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:09:47.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:47.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:09:48.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:48.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:09:48.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:48.110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,,
03:09:48.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:48.170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,,
03:09:48.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:48.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,,
03:09:48.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:48.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,,
03:09:48.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:48.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,,
03:09:48.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:48.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,,
03:09:48.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:48.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90625,,,,,,,,
03:09:48.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:48.530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90625,,,,,,,,
03:09:48.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:48.590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90625,,,,,,,,
03:09:48.620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:48.650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90625,,,,,,,,
03:09:48.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:48.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90625,,,,,,,,
03:09:48.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:48.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90625,,,,,,,,
03:09:48.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:48.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90625,,,,,,,,
03:09:48.860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:48.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,,
03:09:48.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:48.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,,
03:09:48.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:49.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,,,,,,
03:09:49.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:49.070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:09:49.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:49.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:09:49.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.92822265625,,,,,
03:09:49.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:09:49.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95263671875,,,,,
03:09:49.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:09:49.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95263671875,,,,,
03:09:49.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:09:49.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95263671875,,,,,
03:09:49.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:09:49.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95263671875,,,,,
03:09:49.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:09:49.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95263671875,,,,,
03:09:49.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:09:49.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95263671875,,,,,
03:09:49.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,
03:09:49.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95263671875,,,,,
03:09:49.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5625,,,,,,,,
03:09:49.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8603515625,,,,,
03:09:49.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78125,,,,,,,,
03:09:49.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.23779296875,,,,,
03:09:49.950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:09:49.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48388671875,,,,,
03:09:50.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:09:50.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48388671875,,,,,
03:09:50.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
03:09:50.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48388671875,,,,,
03:09:50.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:09:50.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48388671875,,,,,
03:09:50.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78125,,,,,,,,
03:09:50.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58154296875,,,,,
03:09:50.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5625,,,,,,,,
03:09:50.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58154296875,,,,,
03:09:50.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5625,,,,,,,,
03:09:50.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67919921875,,,,,
